,cpi,vm_cpi,va_cpi,va_cpi_core,ner,i,MB,ME,M1,M2,PS_CRED,gdp_index,REM,gdp_index_star,i_star,cpi_core,cpi,pce,pce_core
2013M03,64.14477458,0.476190475,4.34,3.89927652,7.81,5,41336.9,25150.8,59950.9,128578.3,86728,101.7205622,424.1,106.54,0.09,232.794,232.282,95.488,93.891
2013M04,64.25375703,0.169900745,4.13,3.80399138,7.8,5.25,39897.5,24412.5,58408.5,127945.2,87219.1,101.2004711,451.2,106.74,0.14,232.832,231.797,95.391,93.937
2013M05,64.42583458,0.26780932,4.27,3.834642724,7.79,5.25,39256.7,23811.7,58416,128941.1,87562.3,99.5046878,477,107.04,0.09,232.996,231.893,95.461,94.047
2013M06,64.82734886,0.623219369,4.79,3.922116639,7.82,5.25,39528.2,24105.3,58387.9,129392.5,87978.7,96.71692421,417.2,107.29,0.07,233.35,232.445,95.673,94.209
2013M07,65.02237008,0.300831707,4.74,3.85222315,7.82,5.25,40042,24157.5,58029.4,130129,88195.5,98.64445686,445.8,107.61,0.09,233.88,232.9,95.792,94.329
2013M08,65.11414477,0.141143256,4.42,3.64747269,7.89,5.25,39658.8,23595.3,58658.8,131405.7,89484.7,98.67158457,456.3,107.92,0.07,234.336,233.456,95.934,94.431
2013M09,65.30343008,0.290697683,4.21,3.518330409,7.94,5.25,38346.2,23561.5,57504,131548.4,90218.4,97.71744325,420.7,108.15,0.06,234.7,233.544,95.976,94.543
2013M10,65.28622232,-0.026350469,4.15,3.481304108,7.96,5,40460.8,24170.9,57482.5,131940.5,91274.7,99.47953026,480,108.4,0.07,234.921,233.669,96.103,94.703
2013M11,65.57875416,0.448075918,4.63,3.581925055,7.9,5,39529.1,23892.3,59004.1,133272.7,92554.1,102.1598151,376.6,108.81,0.07,235.359,234.1,96.246,94.86
2013M12,65.7795113,0.306131372,4.39,3.557348492,7.86,5,43059.9,27130.3,63030.5,137478.2,93558.4,106.2958534,447.3,109.07,0.07,235.759,234.719,96.414,94.961
2014M01,65.94585293,0.25287757,4.14,3.443551334,7.85,5,38354.6,24811.8,61371.6,136706.5,93221.2,102.7476566,394.2,109.35,0.07,235.961,235.288,96.614,95.064
2014M02,66.07777905,0.200052185,3.50,3.227272727,7.76,5,39039.9,24637.4,60515.4,136643.5,93546,102.5733648,383.9,109.51,0.06,236.185,235.547,96.66,95.109
2014M03,66.22691293,0.22569445,3.25,3.165129318,7.73,5,40168.5,24854.6,61110.2,137693.6,94175,106.7651734,459.2,109.85,0.06,236.625,236.028,96.815,95.25
2014M04,66.35310313,0.190542174,3.27,3.141077715,7.75,4.75,41299.5,25281.5,61550.8,139200.4,95227.2,104.7989605,490.7,110.4,0.09,237.072,236.468,96.987,95.413
2014M05,66.50223701,0.224757959,3.22,3.044496487,7.73,4.75,40691,24879.7,61376.9,138758.8,95239.6,104.394266,494.1,110.59,0.08,237.529,236.918,97.147,95.574
2014M06,66.85786394,0.534759349,3.13,2.931420887,7.8,4.75,40200.2,25078.8,61644.9,139905.5,95535.9,101.0492554,481.9,111.03,0.09,237.837,237.231,97.253,95.682
2014M07,67.24217047,0.57481126,3.41,2.985341437,7.77,4.5,41514.1,25973.2,61658,141225.2,95377.5,103.7791321,509.7,111.27,0.08,238.195,237.498,97.391,95.848
2014M08,67.52323047,0.417981749,3.70,3.143979993,7.81,4.5,41485.8,25380.6,62078.9,142378.8,96109.2,102.1979708,476.8,111.59,0.07,238.405,237.46,97.379,95.885
2014M09,67.55764598,0.0509684,3.45,3.20249777,7.72,4.5,41265.7,25143.3,61123.5,142429.5,96622.8,101.7668358,458.8,111.99,0.07,238.786,237.477,97.413,96.013
2014M10,67.66089251,0.152827305,3.64,3.239587042,7.65,4.5,40472.3,25838,61734.4,142466.3,97620.6,103.886495,500.5,112.37,0.07,239.191,237.43,97.384,96.096
2014M11,67.79281863,0.194981348,3.38,3.147721227,7.62,4.5,42133.5,25902.5,62791,143913.6,98649.8,107.0924163,398.3,112.62,0.08,239.458,236.983,97.291,96.181
2014M12,67.71825169,-0.109992388,2.95,3.187250996,7.62,4,46802.4,29164.4,67530.5,149911.3,99041.4,112.2762075,496,113.06,0.06,239.584,236.252,97.12,96.249
2015M01,67.47734312,-0.355751314,2.32,3.161147903,7.64,4,44249.6,27231.5,67461.9,150730.9,99160.2,107.764597,407.4,113.29,0.06,239.811,234.747,96.654,96.214
2015M02,67.6895721,0.314518874,2.44,3.205636284,7.65,4,43064.7,27115.3,68010.5,151614.9,99994.3,107.1543272,432,113.69,0.06,240.172,235.342,96.825,96.324
2015M03,67.83297006,0.211846457,2.43,3.120617111,7.63,3.5,47300.2,29055.9,69277,154069,100369.2,111.7330279,556.5,113.97,0.06,240.755,235.976,97.008,96.47
2015M04,68.06240679,0.338237777,2.58,3.150433185,7.69,3.5,46207.1,28168.4,68949.8,154524.6,100718.3,107.6553833,503.8,114.3,0.08,241.346,236.222,97.094,96.648
2015M05,68.20006883,0.202258554,2.55,3.199300699,7.69,3.5,45971.8,30081,70546.7,155773.4,102050.7,106.6705359,519,114.54,0.08,241.688,237.001,97.327,96.766
2015M06,68.45244924,0.370058879,2.39,3.248562968,7.65,3.5,48599.7,29768.5,70410.4,156638.1,102912.8,105.6181326,536.3,114.95,0.08,242.064,237.657,97.516,96.882
2015M07,68.80234025,0.511144618,2.32,3.298038535,7.65,3.25,46120.1,29737.9,71329.6,158706.4,103661.5,108.7018745,573.7,115.28,0.08,242.565,238.034,97.605,96.978
2015M08,68.8482276,0.066694461,1.96,3.238656044,7.6466439,3.25,47103.4,29162,69697.1,157815.8,104161.2,107.5223789,527.3,115.56,0.08,242.817,238.033,97.612,97.056
2015M09,68.82528393,-0.033324997,1.88,3.146339355,7.693564,3.25,47910.9,28794.7,69092.5,158342.8,104838.4,106.657272,538.4,115.87,0.07,243.316,237.498,97.477,97.196
2015M10,69.16943903,0.500041671,2.23,3.137931034,7.6838558,3,47918.6,29277.5,69943.1,159714.4,106114.7,108.4605589,583.8,116.18,0.07,243.768,237.733,97.477,97.228
2015M11,69.49638637,0.472676003,2.51,3.146221955,7.6476243,3,47891.9,29564.8,69626.3,158972.5,107451.9,111.4430534,508.7,116.42,0.08,244.241,238.017,97.538,97.332
2015M12,69.79465412,0.429184546,3.07,3.157443157,7.6134794,3,51693.5,33308.1,75048.2,165582.4,108995.5,115.2349029,598.1,116.79,0.2,244.547,237.761,97.456,97.396
2016M01,70.43134106,0.912228806,4.38,3.149875888,7.6486055,3,49819.3,30658.2,73944.8,164523.7,109272.8,109.7413624,482,117.12,0.29,244.955,237.652,97.496,97.567
2016M02,70.58047493,0.211743618,4.27,3.199931735,7.6620255,3,48853.2,30270.8,73339.5,164854.1,109986.1,109.4328929,558,117.36,0.29,245.51,237.336,97.445,97.736
2016M03,70.72387289,0.203169446,4.26,3.281196872,7.71716,3,49067.2,31270,73246.2,165315,110579.3,112.9518005,623,117.61,0.25,245.913,238.08,97.673,97.876
2016M04,70.84432718,0.170316309,4.09,3.23237465,7.730261,3,50415.7,30437.4,74288.6,166500,111015.8,112.2816004,609.3,117.84,0.3,246.551,238.992,97.993,98.117
2016M05,71.17127452,0.461501087,4.36,3.311875318,7.6558171,3,50834.6,30473.7,72836.5,165615.4,111720.3,111.114856,625.3,118.21,0.29,247.137,239.557,98.153,98.284
2016M06,71.48675003,0.443262415,4.43,3.230704344,7.6428823,3,51771,31274,73479.8,167721.8,112209.4,108.393028,614.7,118.42,0.3,247.54,240.222,98.325,98.386
2016M07,71.980039,0.690042518,4.62,3.209544614,7.6041729,3,51017.7,31672.8,74467.3,169128.1,112615.6,109.3495286,536.1,118.79,0.3,247.829,240.101,98.342,98.529
2016M08,72.11196513,0.183281548,4.74,3.086730414,7.5345329,3,52396.8,31021.2,71880.1,167888.3,113491.1,110.4144137,619.2,119.01,0.3,248.423,240.545,98.479,98.703
2016M09,71.96283125,-0.206808786,4.56,3.000083801,7.525949,3,51171.6,30997.9,72555.4,168722.6,114248.8,109.8007055,607.7,119.28,0.29,248.842,241.176,98.666,98.834
2016M10,72.46185614,0.693448106,4.76,3.042460715,7.498369,3,50417,31093.1,73074.8,169268.9,115200.7,110.4304624,605.9,119.59,0.31,249.142,241.741,98.868,98.961
2016M11,72.74291614,0.387873034,4.67,3.091924327,7.5043293,3,53445,32078.5,74427.3,171817.9,116462.1,114.9979376,600.3,119.94,0.31,249.481,242.026,98.901,99.005
2016M12,72.74865206,0.007885194,4.23,3.0940697,7.5043384,3,59057.1,35473.8,79517.6,177252.6,117487,120.6425005,678.4,120.19,0.55,249.92,242.637,99.071,99.12
2017M01,73.12722267,0.520381614,3.83,3.211351755,7.5221361,3,55621.7,33936.3,76422.9,174799.6,117736.4,115.4081654,587.6,120.46,0.56,250.467,243.618,99.451,99.385
2017M02,73.37386716,0.337281358,3.96,3.150322474,7.4110761,3,55729.3,34457.5,76411.9,176143.9,118467.5,114.3107856,613.9,120.81,0.57,250.998,244.006,99.586,99.561
2017M03,73.55168062,0.242338951,4.00,3.127572016,7.3594987,3,54805,34939.5,77476,177900.3,119553,118.0790388,739.8,121.15,0.82,250.944,243.892,99.535,99.519
2017M04,73.74096593,0.257350081,4.09,3.073635766,7.3374707,3,56456.2,35324.7,79167.8,179857.2,120435.5,114.6853169,639.9,121.41,0.83,251.227,244.193,99.725,99.723
2017M05,73.97040266,0.311138764,3.93,2.935147987,7.3393853,3,57089.1,35244.1,77788,180008.8,121207.3,113.7190715,747.4,121.72,0.83,251.43,244.004,99.682,99.803
2017M06,74.6070896,0.860732019,4.36,2.974342213,7.3438163,3,57862.1,35446,78598.3,181303.7,121265,111.6429789,723.7,122.07,1.06,251.746,244.163,99.766,99.937
2017M07,75.7370655,1.514569066,5.22,2.889938131,7.3063223,3,57473.2,35877.6,79114.9,182528.3,120920.3,113.8361794,664.2,122.35,1.07,251.985,244.243,99.803,100.01
2017M08,75.51336469,-0.295365035,4.72,2.76647681,7.2751926,3,56764.8,35508.3,77608.2,182909.7,121025.8,113.8972912,707.8,122.55,1.07,252.535,245.183,100.027,100.118
2017M09,75.10037857,-0.546904673,4.36,2.855748108,7.301883,3,57807.4,35221.2,78371.7,183456.1,121032.4,112.0672325,672.9,122.86,1.06,252.812,246.435,100.4,100.24
2017M10,75.50762877,0.542274497,4.20,2.912070084,7.34362,3,57389.9,35575.2,78685.2,184347.2,121320.2,113.6153234,728.3,123.15,1.07,253.526,246.626,100.531,100.486
2017M11,76.15578754,0.858401701,4.69,2.918350849,7.3326737,2.75,57635.5,36252.9,79770.8,186179.6,122604,116.9201568,646.3,123.44,1.07,253.816,247.284,100.675,100.535
2017M12,76.87851325,0.949009568,5.68,2.920532473,7.34079,2.75,66340.9,39823.9,86427.6,192947.4,122667.9,122.6257294,720.3,123.76,1.33,254.344,247.805,100.821,100.683
2018M01,76.57450958,-0.395433857,4.71,2.669239428,7.3434816,2.75,61298.6,37706.2,82297.9,189958.6,121869.1,117.7261602,634.6,124.06,1.34,255.204,248.859,101.199,101.007
2018M02,76.41963978,-0.202247198,4.15,2.621242485,7.3595971,2.75,61038.6,37799.3,82767.1,191107.3,122121.7,117.7560408,630.1,124.4,1.35,255.711,249.529,101.416,101.198
2018M03,76.59745325,0.23268033,4.14,2.665602554,7.3929145,2.75,62307.2,38902.6,84735.5,193295.6,122499.5,121.737437,754.5,124.77,1.67,256.271,249.577,101.524,101.419
2018M04,76.63186876,0.044930358,3.92,2.623186095,7.4025997,2.75,59953,37875.8,84310.4,193203.6,122462.8,119.4995137,769.9,125.03,1.69,256.63,250.227,101.766,101.602
2018M05,76.99323162,0.471556894,4.09,2.628434886,7.4403045,2.75,60515.8,38122.4,82796.7,192810.8,122732.2,118.6669358,808.5,125.48,1.7,257.145,250.792,101.941,101.78
2018M06,77.43489733,0.573642255,3.79,2.602761466,7.4852697,2.75,61351,38470.8,84144.4,194532.2,123235.5,116.3861768,801.4,125.66,1.91,257.399,251.018,102.029,101.872
2018M07,77.71022141,0.355555556,2.61,2.626790094,7.4847032,2.75,59191.7,38793,84570.9,196070.8,123055,118.223194,818.3,126.01,1.91,257.699,251.214,102.137,102.006
2018M08,78.05437651,0.442869797,3.36,2.7949327,7.5007032,2.75,61259.8,38357.6,84555.8,197244.5,124101.9,118.0108372,860.4,126.31,1.91,257.891,251.663,102.208,102.016
2018M09,78.51898589,0.59523809,4.55,2.816010125,7.6543513,2.75,62211.9,38434.9,84425,197379.6,125437,115.4452949,746,126.61,2.18,258.368,252.182,102.418,102.205
2018M10,78.78283813,0.33603623,4.34,2.8611965,7.7242745,2.75,63698.3,40097,84274.4,197933.2,126684.9,118.0484167,863.5,126.82,2.2,258.917,252.772,102.595,102.366
2018M11,78.5534014,-0.291226789,3.15,2.937711099,7.700699,2.75,60165.7,40077.1,87051.8,200442.9,128447.7,121.1599403,757.1,127.05,2.2,259.439,252.594,102.63,102.556
2018M12,78.65664793,0.131434831,2.31,2.963079094,7.7300006,2.75,71162.9,44202.4,93555,208182.1,130094.1,125.1896791,843.3,127.27,2.4,260.063,252.767,102.701,102.735
2019M01,79.71779282,1.349084811,4.10,2.94440094,7.7291497,2.75,64541.4,41996.8,90228.8,205267.8,129815.7,121.9111372,688.1,127.56,2.4,260.766,252.561,102.648,102.87
2019M02,79.82677527,0.13671032,4.46,2.976097485,7.7378282,2.75,66170.4,41880.2,90392.6,206548.6,130101.8,122.6633805,690.5,127.83,2.4,261.186,253.319,102.836,102.963
2019M03,79.79235976,-0.04311274,4.17,2.891791045,7.6904784,2.75,66111.7,42178.3,92759.4,208709,130905.1,125.9265959,826.7,128.12,2.43,261.567,254.277,103.069,103.058
2019M04,80.2741769,0.60383869,4.75,2.983451169,7.6443057,2.75,66671,43144.9,92776.8,209429.2,132337.3,123.9589217,865.2,128.54,2.45,261.997,255.233,103.36,103.265
2019M05,80.48640587,0.264380126,4.54,2.995731471,7.6676303,2.75,67160.8,42731.9,93344.3,210940.4,133203.5,123.6730871,974.5,128.82,2.4,262.217,255.296,103.435,103.371
2019M06,81.1517724,0.826681876,4.80,3.05491106,7.7049923,2.75,67693,43264.1,94275.9,213157.8,133725.7,120.4936842,882,129.08,2.4,262.739,255.213,103.484,103.56
2019M07,81.10588505,-0.056545099,4.37,3.145478375,7.6759094,2.75,70927.9,44489.7,94521.6,215665.2,133487.4,123.03328,947.8,129.27,2.4,263.28,255.802,103.622,103.678
2019M08,80.40610302,-0.86280056,3.01,3.096356774,7.6708213,2.75,67986.1,43731.3,95395.4,217096,134020.5,121.986357,980.6,129.58,2.13,263.877,256.036,103.67,103.797
2019M09,79.93575771,-0.584962201,1.80,2.954300662,7.7059323,2.75,68798.4,44107.2,95228,217396.6,135185,120.8468506,892.3,129.92,1.9,264.388,256.43,103.733,103.873
2019M10,80.49214179,0.696039039,2.17,3.011494253,7.7629565,2.75,72012.3,46179.2,96199.4,220780.3,138247.4,122.9440815,1000,130.09,1.58,264.97,257.155,103.917,104.028
2019M11,80.84776873,0.441815725,2.92,3.075162152,7.7043587,2.75,70550.5,46371.5,99233,223309.1,140223.8,127.0963476,819.9,130.37,1.56,265.548,257.879,104.024,104.092
2019M12,81.33532179,0.603050731,3.41,3.12143129,7.6886061,2.75,79227.7,50987.7,106164.1,233161.3,141773.8,130.6854438,940.8,130.64,1.55,266.02,258.63,104.307,104.322
2020M01,81.14030056,-0.239774339,1.78,2.56351742,7.695609,2.75,73917.8,48844.6,104125.6,230642.3,141954.2,127.1324976,834.6,130.95,1.59,266.698,258.906,104.419,104.488
2020M02,80.81335322,-0.402940755,1.24,2.412197527,7.6485769,2.75,71188.5,48241.9,104342,231101.2,142484,125.4803404,808,131.27,1.58,267.402,259.246,104.541,104.684
2020M03,81.20339566,0.482646029,1.77,2.447869447,7.6864487,2.75,77094.6,50190.3,105553.6,233217,144383,120.9156047,746.8,130.34,0.08,267.068,258.15,104.252,104.596
2020M04,81.78272341,0.713427986,1.88,2.353828744,7.7073397,2,80776,52021.7,106312.9,234314.8,145441.8,112.0870326,690.8,116.01,0.05,265.796,256.126,103.817,104.256
2020M05,81.93759321,0.189367379,1.80,2.275638611,7.6986471,2,75951.6,53735.3,109904.8,238322.9,146354.1,110.9607011,836.8,118.24,0.05,265.461,255.848,103.914,104.37
2020M06,83.09051279,1.407070351,2.39,2.131332083,7.6974263,2,80282,54739.6,113234.9,243579.8,146882,111.0348249,963.3,120.22,0.08,265.839,257.004,104.233,104.531
2020M07,83.44040381,0.421096234,2.88,2.033036849,7.6959661,1.75,81218.1,55844.9,116359.4,249079.2,145845.4,118.2693514,1078.7,120.84,0.1,267.373,258.408,104.564,104.9
2020M08,83.77308707,0.398707634,4.19,2.062009712,7.7051858,1.75,81449,55442.2,117877.1,252985.7,145734.2,120.6502994,1050.2,122.52,0.09,268.39,259.366,104.887,105.235
2020M09,83.90501319,0.157480313,4.97,2.0998356,7.7572043,1.75,89160.1,57433.9,122245,260358.5,145769.6,121.8195254,1051.3,123.47,0.09,268.9,259.951,105.046,105.395
2020M10,84.79408053,1.059611704,5.34,2.209328275,7.7813568,1.75,83439.7,57603.2,123763.4,262397.2,149301.3,125.6767859,1133,124.57,0.09,269.28,260.249,105.106,105.47
2020M11,85.26442583,0.554691197,5.46,2.257921232,7.7888773,1.75,87414.1,58068.8,123479.8,263886.9,150936.8,128.673974,983.4,125.01,0.09,269.967,260.895,105.225,105.578
2020M12,85.25868992,-0.006727202,4.82,2.332964193,7.8012187,1.75,103290.9,64201.1,132969.1,276010.6,151929.1,135.9988698,1163.6,125.24,0.09,270.34,262.005,105.69,105.904
2021M01,85.39061604,0.154736274,5.24,2.69,7.7900687,1.75,89494.3,61390.1,131380.9,273558.3,151856.8,128.8043266,906.8,125.86,0.07,270.422,262.518,106.083,106.244
2021M02,85.6602042,0.315711694,6.00,2.71,7.7453618,1.75,90349.1,61037,130681.4,273864.3,154098.5,128.5215033,942.9,126.43,0.07,270.813,263.583,106.471,106.477
2021M03,85.94700011,0.334806475,5.84,2.79,7.7203284,1.75,94751,62819.4,131888.4,276492.2,155260.4,132.9383461,1285.6,127.1,0.06,271.461,264.91,107.032,106.898
2021M04,86.03877481,0.106780574,5.20,2.84,7.7165793,1.75,88436.9,61517.3,132162.6,276708.1,156468.4,129.5518208,1231.7,127.51,0.05,273.665,266.752,107.632,107.549
2021M05,86.17643685,0.16,5.17,2.89,7.714919,1.75,92573,61819,131545.7,277344.8,157989,129.5080004,1236.7,128.14,0.05,275.494,268.452,108.184,108.103
2021M06,86.33704256,0.186368474,3.91,3.05,7.738516,1.75,96933.4,62776.9,133392.6,281511.2,158637.8,127.1561014,1362.5,128.71,0.08,277.585,270.664,108.748,108.595
2021M07,86.62383848,0.332181774,3.82,3.09,7.7450884,1.75,91820.6,63985.1,135825.1,284896,160608.1,131.2819864,1354.3,129.69,0.07,278.612,271.994,109.275,109.062
2021M08,86.80165194,0.205270816,3.62,3.18,7.7383852,1.75,94032.5,63356.6,133258.7,283712.6,161901.3,130.0832025,1388.6,130.32,0.06,278.993,272.789,109.72,109.436
2021M09,86.98520133,0.211458406,3.67,3.3,7.7318637,1.75,97101.3,64448.6,134646.7,287729,162735.5,129.0164509,1299.3,131.02,0.06,279.71,273.887,110.047,109.657
2021M10,87.30067684,0.36267722,2.96,3.17,7.7314761,1.75,94072,65064.6,136319.5,289094.5,164816.2,131.2367242,1418.5,131.77,0.07,281.623,276.434,110.741,110.184
2021M11,87.72513479,0.486202359,2.89,3.11,7.7313693,1.75,98682.9,65610.7,137556.5,290561.2,169319,136.3751102,1356.6,132.54,0.07,283.393,278.799,111.51,110.792
2021M12,87.87426867,0.170001312,3.07,3.2,7.7254142,1.75,115502,71955.1,148342.2,303333.1,172577.5,141.4074952,1512.2,133.19,0.07,285.221,280.808,112.221,111.458
2022M01,87.83985316,-0.039164491,2.87,3.29,7.7028529,1.75,100684.7,69730,146131.3,304556.2,173639.9,134.8279873,1180.7,133.52,0.08,286.811,282.39,112.776,111.988
2022M02,88.21268785,0.424448216,2.98,3.37,7.6984914,1.75,101629.9,69952.2,146184.9,305543.1,175302.2,134.5480935,1262.7,134.33,0.08,288.287,284.535,113.489,112.492
2022M03,89.53194907,1.495545881,4.17,3.47,7.6941155,1.75,104923.6,71178.9,147591.9,309015,177844,139.3614396,1493.1,134.91,0.33,289.041,287.553,114.489,112.916
2022M04,90.0137662,0.538151057,4.62,3.71,7.662973,1.75,102797.6,71829.2,150170.3,311644.7,179529.4,135.9410122,1516.1,135.23,0.33,290.515,288.764,114.845,113.301
2022M05,91.18962946,1.306314922,5.82,4.12,7.6698552,2,104774.2,72150.1,147935,309935.7,181778,136.0617584,1592.5,135.62,0.83,292.072,291.359,115.542,113.709
2022M06,92.85878169,1.830418919,7.55,4.34,7.7350683,2.25,109689.6,73304.4,149343.8,313924.8,183823.2,132.5731828,1666.2,136.03,1.58,293.972,294.996,116.631,114.376
2022M07,93.8625674,1.080980917,8.36,4.6,7.7394758,2.25,107460,73290.2,151361,316344.9,185613.6,135.6167946,1370,136.6,2.32,295.055,294.977,116.662,114.638
2022M08,94.50499025,0.684429233,8.87,4.85,7.7313045,2.75,106733.1,72987.7,148976.1,314470.3,187658.3,136.1742223,1642.7,136.89,2.33,296.569,295.209,117.002,115.298
2022M09,94.84340943,0.358096624,9.03,4.92,7.800417,3,108051.8,73669.7,152879.4,319860,192715.5,133.9670685,1597.2,137.33,3.08,298.284,296.341,117.377,115.805
2022M10,95.7726282,0.979739948,9.70,5.09,7.8651835,3,110250.2,74848.8,153910.6,323221.2,198012.8,135.970245,1622.4,137.7,3.08,299.351,297.863,117.891,116.2
2022M11,95.76689228,-0.005989102,9.17,5.03,7.813936,3.75,109734.1,74860.8,153417.2,322149.8,201815.2,140.946221,1455,138.07,3.83,300.292,298.648,118.221,116.554
2022M12,95.99059309,0.233588879,9.24,5.04,7.8681135,3.75,123637.4,80836.2,166095,337220.6,204605.1,146.0825043,1641.6,138.39,4.33,301.423,298.812,118.403,116.977
2023M01,96.35195595,0.376456534,9.69,5.24,7.8489677,4.25,114951.6,78162.1,163028.6,336676.6,206150.7,139.2903464,1386.5,138.88,4.33,302.709,300.356,119.007,117.526
2023M02,96.96569921,0.636980593,9.92,5.36,7.8316504,4.5,116728.5,79062.2,161387.2,336399.9,209522.2,140.9272555,1381.1,139.12,4.57,304.124,301.509,119.401,117.963
2023M03,97.33279798,0.378586214,8.71,5.08,7.8049771,4.5,115186.2,80408.5,166692.5,341102,213048.9,144.8919637,1665.8,139.49,4.83,305.112,301.744,119.553,118.304
2023M04,97.49913961,0.170899875,8.32,4.99,7.7993173,4.75,116282.8,81166.5,168063.1,343597.7,215805.2,140.6992094,1551.4,139.89,4.83,306.539,303.032,119.97,118.715
2023M05,97.14924859,-0.358865751,6.54,4.69,7.8092606,5,118147.1,80655,165965.4,341824,218358.1,141.2300974,1811.9,140.1,5.08,307.646,303.365,120.14,119.063
2023M06,97.43604451,0.295211671,4.93,4.32,7.838318,5,123534.4,83333.7,170913.2,350140.6,222806.2,139.3037923,1861.3,140.54,5.08,308.245,304.003,120.435,119.37
2023M07,98.11861879,0.700535704,4.53,4.21,7.8498832,5,121135.1,83768.9,171875.1,352456.8,224598.1,142.3928803,1642.9,140.92,5.33,308.945,304.628,120.598,119.536
2023M08,98.73236205,0.625511516,4.47,4.19,7.8596623,5,120568.2,83819.3,169266.7,351638.5,229947.1,141.0869171,1773.4,141.06,5.33,309.656,306.187,120.965,119.658
2023M09,99.28874613,0.563527569,4.69,4.17,7.8674573,5,117599.6,83818.5,170219.2,352800.5,232245.9,138.6010455,1699.5,141.45,5.33,310.644,307.288,121.387,120.04
2023M10,100.5449122,1.265164602,4.98,4.12,7.8427152,5,120456.8,86027.4,170465.2,352633.9,236123.1,137.7437137,1650.7,141.74,5.33,311.39,307.531,121.421,120.2
2023M11,99.88528163,-0.656055643,4.30,4.05,7.827379,5,125431,86663.3,171614.7,355009.1,241835.4,144.3694448,1614.6,142.12,5.33,312.349,308.024,121.415,120.309
2023M12,100,0.114850124,4.18,3.87,7.8241616,5,136254.9,92424.3,182167.5,364884.6,246019,149.4462779,1765,142.44,5.33,313.209,308.742,121.602,120.528
2024M01,100.026406,0.026406,3.81,3.76,7.8184803,5,128128.3,89045.4,178016.3,360804.4,247284.3,145.2377641,1468.027106,142.78,5.33,314.438,309.685,122.115,121.128
2024M02,100.165959,0.139516159,3.30,3.71,7.810869,5,127512,88330.3,178058.9,363920.3,252870,145.2151991,1527.940225,143.02,5.33,315.565,311.054,122.494,121.418
2024M03,100.475063,0.308591864,3.23,3.65,7.803171613,5,133422.4,90647.5,182630.6,369063.9,255982.4,148.1946733,1686.629669,143.51,5.33,316.698,312.23,122.912,121.829
2024M04,100.772569,0.296099342,3.36,3.63,7.779531667,5,126982,88863.1,178653.6,366751.4,258542.1,146.542309,1848.057808,143.77,5.33,317.622,313.207,123.234,122.14
2024M05,100.801276,0.028486919,3.76,3.67,7.767853226,5,127773.4,89405.4,179875.5,368369.9,261209.7,147.3514474,1980.078629,144.09,5.33,318.14,313.225,123.224,122.239
2024M06,100.96,0.157462292,3.62,3.61,7.765078667,5,134490.7,90885.5,181721.7,372523.4,263935.4,143.1189847,1760.625865,144.36,5.33,318.346,313.049,123.369,122.51
2024M07,101.83,0.861727417,3.78,3.66,7.755187097,5,136929.6,91456.1,178732.8,373364,266982.5,146.7377059,1819.00469,144.56,5.33,318.872,313.534,123.571,122.718
2024M08,101.77,-0.058921732,3.08,3.48,7.73771129,5,125272.2,90491.3,180432.6,376576.7,269884.4,146.7983735,2020.551747,144.88,5.33,319.768,314.121,123.713,122.91
2024M09,101.38,-0.383217058,2.11,3.55,7.729387667,5,130335.1,90157.9,179515.1,376523.8,272114.6,143.6059975,1724.072018,145.17,4.83,320.767,314.686,123.93,123.222
2024M10,101.72,0.335371868,1.17,3.62,7.727431613,4.75,136959.2,91202.2,178852.9,380161.8,275109.6,,2000.411591,145.35,4.83,321.666,315.454,,
2024M11,,,,,,,,,,,,,,,,,,,
